شناسه ورودی,شناسه افزوده‌شده,نتیجه,عنوان ورودی,عنوان شاهد,ناشر ورودی,لینک ورودی,لینک معتبر/بهترین شاهد,نوع شاهد,امتیاز تطبیق,وضعیت DOI,نتیجه بررسی لینک‌ها,وضعیت جست‌وجوی مستقل,علت تصمیم
S779,,رد,ارزیابی تاب‌آوری هیدرولوژیکی حوضه کارون در برابر سناریوهای تغییر اقلیم (CMIP6) و اثر آن بر ظرفیت پایدار طرح‌های انتقال آب,,دانشگاه تهران (دانشکده منابع طبیعی - پردیس کشاورزی کرج),https://thesis.ut.ac.ir/dissertations/hydrological-resilience-karun-cmip6/,,,,,"network_error, network_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S780,,رد,تحلیل جغرافیای سیاسی و هیدروپلیتیک محلی تعارضات آب میان استان‌های بالادست و پایین‌دست در حوضه زاگرس مرکزی و فلات ایران,,دانشگاه تهران (فصلنامه پژوهش‌های جغرافیای انسانی),https://jhgr.ut.ac.ir/article_92144.html,,,,not_registered,"http_error, soft_404, challenge, empty",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S781,,رد,ارزیابی اقتصادی-زیست‌محیطی هزینه-فایده (CBA) طرح انتقال آب بهشت‌آباد با احتساب ارزش خدمات اکوسیستمی تخریب‌شده در زاگرس,,دانشگاه تهران (مجله تحقیقات اقتصاد کشاورزی و محیط زیست),https://jaere.ut.ac.ir/article_89112.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S782,,رد,شبیه‌سازی دینامیک جریان و اندرکنش آب سطحی و زیرزمینی دشت اصفهان-برخوار در شرایط رژیم جریان متناوب زاینده‌رود با مدل MODFLOW,,دانشگاه تربیت مدرس (نشریه مهندسی آب و آبیاری),https://jwim.modares.ac.ir/article_13994.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S783,,رد,منشأیابی و بررسی هیدروژئوشیمیایی و ایزوتوپی هدررفت آب‌های کارستی در مسیر حفاری تونل سوم کوهرنگ و اثر آن بر چشمه‌های بیرگان,,دانشگاه تربیت مدرس (فصلنامه زمین‌شناسی ایران),https://geology.modares.ac.ir/article_12882.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S784,,رد,واکاوی حقوقی حق بر آب، حقوق مکتسبه و حق‌آبه‌های تاریخی در حوضه‌های رودخانه‌ای مشترک؛ مطالعه تطبیقی حقوق ایران و قواعد هلسینکی و برلین,,دانشگاه تربیت مدرس (فصلنامه حقوقی بین‌المللی),https://lawreview.modares.ac.ir/article_11905.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S785,,رد,برآورد و مقایسه ردپای آب و انتقال آب مجازی ناشی از صنایع فلزی و نیروگاه‌های فلات مرکزی در مقایسه با هزینه‌های انتقال فیزیکی آب از زاگرس,,دانشگاه تربیت مدرس (نشریه علوم و مهندسی محیط زیست),https://jese.modares.ac.ir/article_14801.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S786,,رد,مدل‌سازی دینامیک سیستم‌ها (System Dynamics) برای ارزیابی جامع سناریوهای تخصیص آب، رشد تقاضای شرب و تاب‌آوری حوضه آبریز زاینده‌رود,,دانشگاه صنعتی اصفهان (نشریه علوم آب و خاک),https://jstnar.iut.ac.ir/article_15022.html,,,,not_registered,"http_error, http_error, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S787,,رد,پایش ماهواره‌ای چندزمانه تداخل‌سنجی راداری (PS-InSAR) فرونشست زمین در آبخوان اصفهان-برخوار و همبستگی آن با نوسانات جریان زاینده‌رود,,دانشگاه صنعتی اصفهان (پژوهشکده آب و محیط زیست),https://riwe.iut.ac.ir/research/insar-subsidence-zayandehrud-1403/,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S788,,رد,بهینه‌سازی الگوی کشت و ارزیابی بهره‌وری اقتصادی آب مصرفی در اراضی شبکه آبیاری نکوآباد و آبشار با رویکرد مدیریت تقاضا,,دانشگاه صنعتی اصفهان (دانشکده مهندسی کشاورزی),https://jae.iut.ac.ir/article_14890.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S789,,رد,مدل‌سازی حل مناقشه و چانه‌زنی بر سر تخصیص آب کارون و زاینده‌رود با بهره‌گیری از نظریه بازی‌های تعاملی و سیستم‌های پشتیبان تصمیم (DSS),,دانشگاه صنعتی اصفهان (دانشکده مهندسی صنایع و سیستم‌ها),https://jiee.iut.ac.ir/article_14920.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S790,,رد,پیامدهای جامعه‌شناختی و فضایی خشکیدگی زاینده‌رود بر بحران هویت، گسست نسلی و تغییرات معیشتی کشاورزان شرق اصفهان,,دانشگاه اصفهان (فصلنامه جامعه‌شناسی کاربردی),https://jas.ui.ac.ir/article_27914.html,,,,not_registered,"http_error, soft_404, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S791,,رد,اقتصاد سیاسی مدیریت منابع آب در حوضه زاینده‌رود: نقد سیاست‌های توسعه نامتوازن صنعتی و شهرنشینی در اقلیم خشک,,دانشگاه اصفهان (پژوهش‌های اقتصادی ایران),https://ier.ui.ac.ir/article_28105.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S792,,رد,مطالعه تطبیقی حقوق تاریخی مکتسبه و حق‌آبه‌های شرعی طومار شیخ بهایی با موازین حقوق آب مدرن و تحلیل مسئولیت مدنی دولت,,دانشگاه اصفهان (نشریه حقوقی و مطالعات قضایی),https://law.ui.ac.ir/article_26890.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S793,,رد,ارزیابی ریسک آسیب‌های ساختاری فرونشست زمین بر میراث جهانی و ابنیه تاریخی اصفهان (میدان نقش جهان، سی‌وسه‌پل و پل خواجو) ناشی از تهی‌شدن سفره‌های آب زیرزمینی,,دانشگاه اصفهان (نشریه پژوهش‌های زمین‌شناسی مهندسی),https://geology.ui.ac.ir/article_29108.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S794,,رد,مدل‌سازی هیدرولیکی و رسوب‌شناختی اثر تجمعی پروژه‌های انحراف آب بالادست بر کاهش عمق کشتیرانی و تغییرات مورفولوژی کارون در مقطع کلان‌شهر اهواز,,دانشگاه شهید چمران اهواز (مجله علوم و مهندسی آبیاری),https://jise.scu.ac.ir/article_14502.html,,,,not_registered,"http_error, challenge, challenge, challenge",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S795,,رد,ارزیابی اقتصادی خسارات ناشی از افزایش شوری آب آبیاری بر افت عملکرد نخیلات و بحران معیشتی جوامع محلی در پایاب حوضه کارون (آبادان و خرمشهر),,دانشگاه شهید چمران اهواز (نشریه اقتصاد و توسعه کشاورزی),https://jaed.scu.ac.ir/article_14611.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S796,,رد,بررسی تغییرات کیفی و غلظت فلزات سنگین و سموم آلاینده در مخازن سدها و بستر کارون بزرگ تحت تأثیر سناریوهای برداشت آب بین‌حوضه‌ای,,دانشگاه شهید چمران اهواز (مجله سلامت و محیط زیست),https://jeh.scu.ac.ir/article_14955.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S797,,رد,ارزیابی هیدرواکولوژیکی اثرات احداث تونل سوم کوهرنگ بر رژیم آبدهی چشمه‌های طبیعی و فرسایش خاک در حوضه آبخیز بیرگان,,دانشگاه شهرکرد (نشریه حفاظت منابع آب و خاک),https://swr.sku.ac.ir/article_13420.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S798,,رد,مدل‌سازی هیدروژئولوژیکی زه‌کشی آبخوان‌های آهکی و پیش‌بینی خطرات فرونشست کارستی ناشی از اجرای تونل انتقال آب بهشت‌آباد,,دانشگاه شهرکرد (پژوهش‌های آبخیزداری و علوم آب),https://wme.sku.ac.ir/article_13880.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S799,,رد,ارزیابی اکولوژیکی و تنوع زیستی حوضه رودخانه خرسان و تحلیل اثرات سد مخزنی خرسان ۳ بر زیستگاه‌های رودخانه‌ای و گونه‌های آبزی آندمیک,,دانشگاه یاسوج (نشریه تنوع زیستی و منابع محیط زیست),https://jbep.yu.ac.ir/article_11090.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S800,,رد,ارزیابی لرزه‌زمین‌ساختی و خطر وقوع زمین‌لرزه‌های القایی (RIS) ناشی از آبگیری سدهای مرتفع در زون‌های گسلی فعال زاگرس؛ مطالعه موردی سدهای خرسان ۳ و ماندگان,,دانشگاه یاسوج با همکاری پژوهشگاه بین‌المللی زلزله‌شناسی,https://jce.yu.ac.ir/article_11240.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S801,,رد,گزارش بازرسی فوق‌العاده بازرسی کل استان کهگیلویه و بویراحمد درباره تخلفات ساختاری و شروع غیرقانونی عملیات کارگاهی سد ماندگان بدون مجوز ارزیابی زیست‌محیطی,بازرس کل استان کهگیلویه و بویراحمد: مبنا و معیار نظارتی ...,سازمان بازرسی کل کشور (بازرسی کل استان کهگیلویه و بویراحمد),https://kb.bazresi.ir/reports/mandegan-dam-illegal-commencement-1403/,https://bazresi.ir/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%D9%87%D8%A7/%D8%A8%D8%A7%D8%B2%D8%B1%D8%B3-%DA%A9%D9%84-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%DA%A9%D9%87%DA%AF%DB%8C%D9%84%D9%88%DB%8C%D9%87-%D9%88-%D8%A8%D9%88%DB%8C%D8%B1%D8%A7%D8%AD%D9%85%D8%AF:-%D9%85%D8%A8%D9%86%D8%A7-%D9%88-%D9%85%D8%B9%DB%8C%D8%A7%D8%B1-%D9%86%D8%B8%D8%A7%D8%B1%D8%AA%DB%8C-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%A8%D8%A7%D8%B2%D8%B1%D8%B3%DB%8C%D8%8C-%D8%AD%D8%A7%DA%A9%D9%85%DB%8C%D8%AA-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D8%B3%D8%AA/8215,search_index,0.4541,,"network_error, challenge, network_error",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S802,,رد,دستور قضایی دادستان عمومی و انقلاب سمیرم مبنی بر توقف موقت عملیات اجرایی و انحراف آب سد ماندگان تا زمان تعیین تکلیف نهایی در مراجع ملی,,دادگستری کل استان اصفهان (دادسرای عمومی و انقلاب سمیرم),https://dadgostari-es.eadl.ir/news/semirom-prosecutor-mandegan-halt-1403/,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S803,,رد,گزارش کارشناسی دبیرخانه شورای عالی حفاظت محیط زیست پیرامون تعارض سد ماندگان با زون امن ذخیره‌گاه زیست‌کره دنا و مصوبه ثبت جهانی یونسکو,,دبیرخانه شورای عالی حفاظت محیط زیست (سازمان حفاظت محیط زیست),https://doe.ir/unesco-mab/dena-mandegan-threat-report-1403/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S804,,رد,بیانیه فنی و مستندات میدانی شبکه تشکل‌های محیط‌زیستی زاگرس در رد ادعای تأمین شرب از سد ماندگان و اثبات هدف‌گذاری صنعتی طرح,,شبکه تشکل‌های محیط‌زیست و منابع طبیعی زاگرس (زاگرس‌بان),https://zagrosban.ir/statements/mandegan-dam-reality-1403/,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S805,,رد,بررسی اثرات بوم‌شناختی حفر ترانشه‌ها و جاده‌های دسترسی سد ماندگان بر تکه‌تکه‌شدن زیستگاه خرس قهوه‌ای و کل و بز در پارک ملی دنا,,دانشگاه یاسوج (فصلنامه بوم‌شناسی و حفاظت حیات وحش),https://jwe.yu.ac.ir/article_11450.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S806,,رد,ارزیابی فلوریستیک و خطر انقراض گونه‌های گیاهی نادر و آندمیک زون کوهستانی دنا در محدوده دریاچه و مخزن سد انحرافی ماندگان,,مؤسسه تحقیقات جنگل‌ها و مراتع کشور (سازمان تحقیقات، آموزش و ترویج کشاورزی),https://rifr-ac.ir/research/dena-mandegan-flora-extinction-1403/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S807,,رد,مدل‌سازی هیدرودینامیکی افت تراز آبخوان دشت سمیرم-پادنا و ارزیابی خسارت به چاه‌ها و قنوات در پی انحراف آب سرشاخه ماربر,,دانشگاه شیراز (نشریه مهندسی هیدرولیک و آب),https://jhe.shirazu.ac.ir/article_12390.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S808,,رد,تذکر کتبی و نامه سرگشاده فراکسیون محیط زیست مجلس شورای اسلامی به وزرای نیرو و کشور در خصوص توقف تخریب منطقه حفاظت‌شده دنا توسط پروژه سد ماندگان,,مجلس شورای اسلامی (فراکسیون محیط زیست),https://majlis.ir/news/environment-caucus-mandegan-protest-1403/,,,,,"challenge, challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S809,,رد,گزارش نجات‌بخشی و ارزیابی باستان‌شناختی محوطه‌های تاریخی در معرض غرقاب کامل ناشی از آبگیری سد مخزنی خرسان ۳ در دره سادات محمودی,,پژوهشگاه میراث فرهنگی و گردشگری (پژوهشکده باستان‌شناسی کشور),https://richt.ir/reports/khersan3-archaeological-rescue-1402/,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S810,,رد,پیامدهای جامعه‌شناختی، اسکان اجباری و اضمحلال معیشتی ساکنان ۲۴ روستای دهستان سادات محمودی در پی احداث سد خرسان ۳,,دانشگاه شیراز (مجله مطالعات اجتماعی ایران),https://jss.shirazu.ac.ir/article_13110.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S811,,رد,مشخصات فنی، طراحی هیدرولیکی بدنه بتنی دو قوسی و نیروگاه برق‌آبی ۴۰۰ مگاواتی سد مخزنی خرسان ۳,,شرکت توسعه منابع آب و نیروی ایران (آب و نیرو),https://iwpco.ir/projects/khersan3-technical-specs-1402/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S812,,رد,نقد هیدرولوژیکی و اکولوژیکی سد خرسان ۳ از منظر مبانی سدسازی پایدار و قطع شریان اکوسیستم‌های رودخانه‌ای زاگرس,,کمیته ملی سدهای بزرگ ایران (IRCOLD),https://ircold.ir/articles/khersan3-ecological-critique-1402/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S813,,رد,پایش و مدل‌سازی پایداری دامنه‌های پرشیب پیرامون دریاچه سد خرسان ۳ و تحلیل ریسک وقوع زمین‌لغزش‌های عظیم و امواج مهلک ناشی از آبگیری,,دانشگاه فردوسی مشهد (نشریه زمین‌شناسی مهندسی),https://jeg.um.ac.ir/article_14312.html,,,,not_registered,"http_error, network_error, challenge, network_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S814,,رد,بررسی اثرات ریزاقلیمی (Microclimate) تشکیل پهنه آبی عظیم دریاچه سد خرسان ۳ بر تغییر الگوی رطوبت، زوال جنگل‌های بلوط و باغات زاگرس مرکزی,,دانشگاه بوعلی سینا همدان (پژوهش‌های اقلیم‌شناسی و محیط),https://jcr.basu.ac.ir/article_12890.html,,,,not_registered,"http_error, http_error, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S815,,رد,بیانیه علمی-تحلیلی ۱۲۰ نفر از اعضای هیئت علمی دانشگاه‌های استان‌های چهارمحال و بختیاری و کهگیلویه و بویراحمد در رد اهداف انتقال آب سدهای ماندگان و خرسان ۳,دانشگاه شهرکرد,دانشگاه شهرکرد و دانشگاه یاسوج,https://sku.ac.ir/news/faculty-statement-mandegan-khersan-1403/,https://sku.ac.ir/NotFoundPage.aspx,live_page,0.318,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S816,,رد,گزارش کمیسیون حقوق بشر کانون وکلای دادگستری فارس و کهگیلویه و بویراحمد درباره نقض حقوق بنیادین سکونت و مالکیت روستاییان در حوضه آبگیری خرسان ۳,,کانون وکلای دادگستری منطقه فارس، کهگیلویه و بویراحمد,https://farsbar.org/reports/khersan3-property-rights-violation-1403/,,,,,"http_error, live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S817,,رد,گزارش نظارتی سازمان بازرسی کل کشور پیرامون عدم تخصیص اعتبارات تملک اراضی و بلاتکلیفی معیشتی اهالی دهستان سادات محمودی در پروژه خرسان ۳,,سازمان بازرسی کل کشور (دفتر نظارت و بازرسی استان چهارمحال و بختیاری),https://bazresi.ir/reports/khersan3-villagers-uncertainty-1402/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S818,,رد,بررسی هیدروژئوشیمیایی و پتانسیل انحلال سازندهای تبخیری گچساران در محدوده دریاچه سد خرسان ۳ و خطر شور شدن آب کارون,,دانشگاه اصفهان (نشریه پژوهش‌های چه‌چینه و رسوب‌شناسی),https://jssr.ui.ac.ir/article_28410.html,,,,not_registered,"http_error, soft_404, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S819,,رد,مستندات نشست اضطراری مجمع نمایندگان استان‌های زاگرس (خوزستان، کهگیلویه، چهارمحال و لرستان) در خصوص خطرات امنیتی و اجتماعی سدهای ماندگان و خرسان ۳,,مجلس شورای اسلامی (مجمع نمایندگان استان‌های زاگرس),https://icana.ir/news/zagros-parliament-bloc-mandegan-1403/,,,,,"http_error, challenge, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S820,,رد,گزارش بازرسی ویژه ریاست جمهوری پیرامون بررسی شکایات مردمی، ارزیابی میدانی تعارضات دنا و توصیه به بازنگری بنیادین در ساختگاه سد ماندگان,,نهاد ریاست جمهوری (دفتر بازرسی ویژه رئیس جمهور),https://president.ir/special-inspection/mandegan-dena-review-1403/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S821,,رد,متن کامل و رسمی مصوبه ۹ ماده‌ای شورای عالی آب برای احیای حوضه آبریز زاینده‌رود و ساماندهی پایدار توزیع آب (جلسه سیزدهم - دی‌ماه ۱۳۹۲),,نهاد ریاست جمهوری (شورای عالی آب),https://moe.ir/supreme-water-council/resolution-13-zayandehrud/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S822,,رد,گزارش آسیب‌شناسی علل عدم تحقق مصوبه ۹ ماده‌ای احیای زاینده‌رود و موانع استقرار مدیریت یکپارچه حوضه‌ای در دهه گذشته,,مرکز بررسی‌های استراتژیک ریاست جمهوری,https://css.ir/reports/zayandehrud-9clauses-pathology-1402/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S823,,رد,مصوبه جلسه بیست و ششم شورای عالی آب در خصوص تشکیل ستاد ملی احیای زاینده‌رود و نقشه راه سازگاری با کم‌آبی در فلات مرکزی,,نهاد ریاست جمهوری (دبیرخانه شورای عالی آب),https://moe.ir/supreme-water-council/session-26-resolutions/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S824,,رد,دستورالعمل امنیتی و انتظامی شورای امنیت کشور (شاک) پیرامون صیانت از خطوط لوله و تأسیسات انتقال آب شرب و پیشگیری از تعارضات اجتماعی بین‌استانی,,وزارت کشور (دبیرخانه شورای امنیت کشور - شاک),https://moi.ir/shak/water-infrastructure-security-directive-1402/,,,,,"http_error, challenge, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S825,,رد,گزارش تحلیلی دبیرخانه شورای عالی امنیت ملی (شعام) پیرامون پایش متغیرهای هیدروپلیتیک داخلی، گسل‌های قومیتی و سناریوهای تهدید امنیت ملی ناشی از بحران آب,,دبیرخانه شورای عالی امنیت ملی (مرکز بررسی‌های امنیت ملی),https://snsc.ir/strategic-studies/water-crisis-national-security-1402/,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S826,,رد,رأی هیئت عمومی دیوان عدالت اداری مبنی بر ابطال بخشنامه‌های وزارت نیرو در خصوص بازتخصیص آب‌های سطحی دارای پروانه رسمی و طوماری بدون اذن مالکان,,دیوان عدالت اداری (قوه قضائیه),https://divan-edalat.ir/judgments/board-verdict-water-rights-1402/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S827,,رد,دادنامه شعبه اول تجدیدنظر دیوان عدالت اداری در خصوص محکومیت وزارت نیرو به پرداخت خسارت عدم‌النفع و خسارت نکاشت به کشاورزان شرق اصفهان,,دیوان عدالت اداری (شعبه اول تجدیدنظر),https://divan-edalat.ir/judgments/appellate-ruling-crop-loss-1402/,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S828,,رد,قرار جلب به دادرسی و تفهیم اتهام به مدیران سابق شرکت‌های آب منطقه‌ای در پرونده انتقال غیرقانونی مازاد آب از حوضه زاینده‌رود به صنایع فلات مرکزی,,دادسرای عمومی و انقلاب ویژه رسیدگی به جرایم کارکنان دولت (تهران),https://dadiran.ir/judiciary-news/water-executives-indictment-1402/,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S829,,رد,گزارش تفصیلی سازمان بازرسی کل کشور پیرامون ترک‌فعل وزارتخانه‌های نیرو و جهاد کشاورزی در عدم انسداد چاه‌های غیرمجاز و عدم نصب کنتورهای هوشمند,,سازمان بازرسی کل کشور (دفتر نظارت و بازرسی امور کشاورزی و محیط زیست),https://bazresi.ir/reports/smart-meters-well-dereliction-1403/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S830,,رد,فتواهای فقهی مراجع عظام تقلید (آیات عظام مکارم شیرازی، نوری همدانی و مظاهری) در خصوص حرمت شرعی تصرف و غصب حق‌آبه‌های کشاورزان بدون رضایت,,دفاتر آیات عظام مکارم شیرازی، نوری همدانی و مظاهری (اصفهان و قم),https://mazaheri.ir/fatwa/water-rights-usurpation-1400/,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S831,,رد,استفتائات فقهی پایگاه اطلاع‌رسانی دفتر مقام معظم رهبری پیرامون احکام فقهی آب انتقالی، وضو، غسل و عبادات در حوضه‌های مقصد انتقال آب,پایگاه اطلاع رسانی دفتر مقام معظم رهبری :: Leader.ir,پایگاه اطلاع‌رسانی دفتر حفظ و نشر آثار حضرت آیت‌الله‌العظمی خامنه‌ای,https://leader.ir/fa/book/37/sharia-rulings-water-transfer/,https://www.leader.ir/docs/leader-fatwa-water.pdf,live_page,0.6804,,"http_error, challenge, live_html",اجرا نشد (شاهد مستقیم کافی بود),صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S832,,رد,گزارش معاونت حقوق عامه دادستانی کل کشور درباره رصد طرح‌های انتقال آب و صیانت از پایداری زیست‌محیطی حوضه‌های مبدأ در زاگرس,,دادستانی کل کشور (معاونت پیگیری حقوق عامه و پیشگیری از وقوع جرم),https://dadsetani.ir/public-rights/zagros-water-transfer-monitoring-1402/,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S833,,رد,دستور قضایی رئیس کل دادگستری استان چهارمحال و بختیاری مبنی بر توقف حفر تونل بهشت‌آباد به دلیل عدم اخذ مجوزهای پدافند غیرعامل و ارزیابی اثرات زیست‌محیطی,,دادگستری کل استان چهارمحال و بختیاری,https://dadgostari-chb.eadl.ir/news/beheshtabad-tunnel-halt-order-1402/,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
